#{"t_start": 1748433463.6199374, "env_id": "None"}
r,l,t
-1191.360923,24,5839.278425
-1189.421285,24,5840.580223
-1190.028164,24,5889.624017
-1189.540914,24,5891.000315
-1191.462395,24,5892.341486
-1191.538576,24,5893.675697
-1189.524583,24,5895.039415
-1190.329165,24,5896.362919
-1190.138429,24,5897.76953
-1192.072022,24,5899.160254
-1193.001394,24,5900.49182
-1189.51935,24,5950.011635
-1190.836319,24,5951.831932
-1189.760459,24,5953.422632
-1190.448964,24,5955.028107
-1189.504961,24,5956.362001
-1190.62151,24,5957.803726
-1189.279821,24,5959.164682
-1191.467158,24,5960.555286
-1191.146411,24,5962.060794
-1189.539842,24,6009.837796
-1189.760929,24,6011.768876
-1190.126044,24,6013.52356
-1189.823885,24,6015.11292
-1190.366307,24,6016.950044
-1189.831108,24,6018.487195
-1189.327261,24,6020.333529
-1189.854683,24,6022.169001
-1190.66518,24,6023.749227
-1189.820235,24,6051.166171
-1189.820235,24,6052.723095
-1189.820235,24,6054.332998
-1189.820235,24,6055.98096
-1189.820235,24,6057.54742
-1189.546601,24,6058.983568
-1189.374493,24,6060.606881
-1189.836858,24,6062.175374
-1192.132377,24,6063.596993
-1189.422859,24,6065.481171
-1192.160734,24,6067.376174
-1191.243922,24,6068.707013
-1190.642799,24,6070.572842
-1189.382303,24,6072.00241
-1189.332931,24,6073.448599
-1190.879179,24,6074.952637
-1193.043829,24,6076.325243
-1189.860002,24,6077.882516
-1189.721271,24,6079.706544
-1190.948717,24,6081.188025
-1190.402054,24,6082.513113
-1189.580807,24,6083.90907
-1189.466265,24,6085.323708
-1190.47925,24,6086.657659
-1190.059115,24,6088.670748
-1190.664008,24,6090.360052
-1189.339743,24,6091.829335
-1191.783675,24,6093.356731
-1189.603869,24,6094.966168
-1191.796099,24,6096.400894
-1189.44699,24,6097.996477
-1189.628926,24,6099.730064
-1190.151293,24,6101.507509
-1191.859869,24,6103.055088
-1190.578373,24,6104.554817
-1190.232426,24,6106.398723
-1190.065824,24,6107.932501
-1190.362551,24,6109.349769
-1189.702787,24,6110.836847
-1190.236037,24,6112.346482
-1190.985658,24,6113.996088
-1190.269535,24,6115.390529
-1190.285157,24,6116.759071
-1189.628999,24,6118.4839
-1190.32412,24,6120.227242
-1190.477543,24,6121.92704
-1189.820235,24,6124.390846
-1189.820235,24,6125.743964
-1189.820235,24,6127.131086
-1189.820235,24,6128.593025
-1189.820235,24,6130.034323
-1189.517697,24,6132.786339
-1191.723876,24,6134.357587
-1190.48403,24,6135.721372
-1192.174286,24,6137.21026
-1191.175728,24,6138.9515
-1192.201262,24,6140.332278
-1189.608008,24,6141.701555
-1190.968717,24,6143.263503
-1191.635234,24,6144.613306
-1190.477443,24,6189.53477
-1189.608834,24,6191.139756
-1189.654542,24,6193.043281
-1190.975985,24,6195.425839
-1189.664111,24,6197.903217
-1190.529557,24,6199.48806
-1189.706109,24,6201.13391
-1190.449875,24,6202.915405
-1190.711173,24,6204.386486
-1190.793973,24,6249.489601
-1189.625797,24,6252.709808
-1190.477928,24,6254.096025
-1190.156534,24,6255.593626
-1191.899442,24,6257.020395
-1190.70458,24,6258.613973
-1191.838912,24,6260.303709
-1189.792056,24,6261.682651
-1190.645711,24,6263.142168
-1192.059125,24,6309.625019
-1191.416414,24,6311.532662
-1189.334603,24,6313.398105
-1191.901279,24,6315.181963
-1191.28526,24,6316.799165
-1193.124306,24,6318.588012
-1191.659091,24,6320.316695
-1189.97249,24,6322.041036
-1191.744813,24,6323.723007
-1191.4202,24,6369.574239
-1190.266801,24,6370.902807
-1189.842358,24,6372.256908
-1190.839868,24,6374.123713
-1190.238632,24,6375.469896
-1190.285176,24,6377.750395
-1190.285176,24,6379.090869
-1190.285176,24,6380.428926
-1190.285176,24,6429.299077
-1190.285176,24,6430.801054
-1190.982474,24,6432.421513
-1191.031207,24,6433.985378
-1190.638784,24,6435.373431
-1189.78708,24,6436.79082
-1190.052219,24,6438.142506
-1192.761316,24,6439.526564
-1190.821002,24,6440.893162
-1190.212061,24,6489.387739
-1189.863861,24,6490.72687
-1191.438836,24,6492.097562
-1189.77803,24,6493.400125
-1189.389921,24,6494.745512
-1189.784764,24,6496.091507
-1189.82887,24,6497.578871
-1190.929705,24,6498.944732
-1190.642517,24,6500.24144
-1191.930023,24,6549.457208
-1189.916049,24,6550.811213
-1191.153885,24,6552.156109
-1189.863554,24,6553.460942
-1190.42684,24,6554.814941
-1189.95819,24,6556.135087
-1192.068573,24,6557.489349
-1189.330259,24,6558.849355
-1191.718113,24,6560.155667
-1190.164932,24,6609.481775
-1190.812898,24,6610.856607
-1189.858022,24,6612.176623
-1190.954042,24,6613.503977
-1189.598748,24,6614.868677
-1189.768785,24,6616.182992
-1190.666618,24,6617.571786
-1190.791851,24,6618.916087
-1190.480054,24,6620.346962
-1191.863968,24,6669.571856
-1189.781126,24,6670.920641
-1190.231358,24,6672.287664
-1190.973818,24,6673.802847
-1191.14276,24,6675.192432
-1190.408355,24,6676.587724
-1191.93813,24,6677.976508
-1190.285176,24,6681.211765
-1190.285176,24,6729.221308
-1190.285176,24,6730.885438
-1190.285176,24,6732.677038
-1190.285176,24,6734.077564
-1189.794785,24,6735.657647
-1189.720766,24,6737.001928
-1190.630584,24,6739.915571
-1189.353223,24,6741.249954
-1190.214592,24,6742.660846
-1189.497068,24,6789.540887
-1190.579775,24,6791.230237
-1190.251516,24,6792.995629
-1191.165878,24,6794.612754
-1190.162782,24,6796.014037
-1190.113543,24,6797.44643
-1192.8773,24,6798.801741
-1191.058291,24,6800.105586
-1191.703398,24,6801.49719
-1192.195822,24,6849.394542
-1191.452994,24,6850.786455
-1189.532512,24,6852.154894
-1190.184259,24,6853.693604
-1191.083726,24,6855.225305
-1190.880086,24,6856.591652
-1190.594067,24,6857.969927
-1190.338184,24,6859.575901
-1189.857131,24,6861.1642
-1189.923718,24,6909.600774
-1189.882671,24,6911.452934
-1189.587714,24,6912.793841
-1190.359503,24,6914.10794
-1190.513983,24,6915.794116
-1191.318168,24,6917.688953
-1192.388829,24,6919.052711
-1189.417034,24,6920.493891
-1190.861294,24,6921.924944
-1191.268417,24,6969.55384
-1190.026643,24,6970.927459
-1191.454723,24,6972.573109
-1189.698491,24,6974.086249
-1191.689556,24,6975.446168
-1189.453997,24,6976.767079
-1190.790342,24,6978.140395
-1191.543618,24,6979.538593
-1189.716937,24,6980.974406
-1190.091303,24,7030.453487
-1190.091303,24,7031.786824
-1190.091303,24,7033.126931
-1190.091303,24,7034.457301
-1190.091303,24,7035.807336
-1189.632224,24,7037.138469
-1189.562237,24,7038.742997
-1189.585332,24,7040.110349
-1189.584163,24,7089.369559
-1189.878409,24,7090.706291
-1190.12456,24,7092.199855
-1189.680019,24,7093.579626
-1189.560404,24,7094.88524
-1190.575034,24,7096.199369
-1190.659992,24,7097.527664
-1190.043439,24,7098.842804
-1191.27492,24,7100.230246
-1189.294686,24,7149.465863
-1190.602135,24,7150.866898
-1189.689585,24,7152.349168
-1190.084129,24,7153.788801
-1189.912505,24,7155.318929
-1190.716283,24,7156.795971
-1191.023364,24,7158.428262
-1189.570203,24,7159.866936
-1190.397874,24,7161.131266
-1191.117228,24,7209.577646
-1191.77887,24,7211.36116
-1191.584131,24,7212.753881
-1191.892407,24,7214.155776
-1189.781237,24,7215.526418
-1190.285863,24,7216.970486
-1190.363146,24,7218.329301
-1189.600216,24,7219.667956
-1192.241571,24,7220.968445
-1191.098909,24,7269.562768
-1191.109981,24,7270.817177
-1193.263561,24,7272.084128
-1191.319591,24,7273.341665
-1189.716538,24,7274.63801
-1189.615353,24,7275.863096
-1190.269739,24,7277.168012
-1189.549439,24,7278.435625
-1190.001823,24,7279.699836
-1192.253386,24,7329.577305
-1190.090642,24,7330.850935
-1190.091303,24,7332.982514
-1190.091303,24,7334.390496
-1190.091303,24,7335.627577
-1190.091303,24,7336.930613
-1190.091303,24,7338.188395
-1190.650208,24,7339.538714
-1190.316617,24,7389.317595
-1190.518331,24,7390.628599
-1190.338268,24,7391.894011
-1191.174637,24,7394.486163
-1190.9689,24,7395.741161
-1191.610581,24,7397.056846
-1191.131996,24,7398.305267
-1190.814471,24,7399.572135
-1189.967526,24,7401.018238
-1191.461877,24,7449.384267
-1189.352608,24,7450.65448
-1192.778863,24,7451.917408
-1191.892019,24,7453.189945
-1191.132391,24,7454.466465
-1191.885671,24,7455.86442
-1189.490963,24,7457.162096
-1190.637231,24,7458.455259
-1191.148808,24,7459.717384
-1189.821049,24,7509.481783
-1189.388891,24,7510.763515
-1190.988097,24,7512.016419
-1190.115256,24,7513.325219
-1192.149363,24,7514.610826
-1191.368254,24,7515.870593
-1190.274935,24,7517.166326
-1190.154687,24,7518.445036
-1193.367208,24,7519.70023
-1190.009487,24,7569.478704
-1192.149703,24,7570.770299
-1192.03398,24,7572.040717
-1191.879561,24,7573.329076
-1189.727805,24,7574.661861
-1191.808603,24,7575.947225
-1191.668777,24,7577.286325
-1189.459351,24,7578.558616
-1192.406333,24,7579.976204
-1190.407803,24,7629.581552
-1193.716449,24,7630.876036
-1190.694502,24,7632.124087
-1191.463812,24,7633.413454
-1190.329672,24,7635.549058
-1190.329672,24,7636.835053
-1190.329672,24,7638.085503
-1190.329672,24,7639.340964
-1190.329672,24,7689.218094
-1192.760532,24,7690.496193
-1190.49563,24,7691.765028
-1193.168615,24,7693.042661
-1189.952419,24,7694.281598
-1190.837682,24,7695.56088
-1192.064335,24,7696.836451
-1192.352166,24,7698.10261
-1191.207372,24,7699.366475
-1189.590673,24,7749.413536
-1190.710387,24,7750.700246
-1189.540018,24,7752.064931
-1189.507987,24,7753.333375
-1189.907493,24,7754.629716
-1191.277111,24,7755.88884
-1190.93775,24,7757.177871
-1190.425096,24,7758.41508
-1190.563394,24,7759.679467
-1190.335586,24,7809.456698
-1189.901017,24,7810.719004
-1191.240094,24,7811.970116
-1190.669233,24,7813.244148
-1190.432179,24,7814.485269
-1190.517305,24,7815.757131
-1190.845379,24,7817.018567
-1190.050637,24,7818.270795
-1190.451987,24,7819.512372
-1190.174671,24,7869.488246
-1190.005316,24,7870.849272
-1191.679136,24,7872.09522
-1191.485543,24,7873.370093
-1189.635073,24,7874.725166
-1189.960765,24,7875.99997
-1189.937902,24,7877.291714
-1192.377211,24,7878.561027
-1191.293538,24,7879.824157
-1189.849402,24,7929.543337
-1189.430944,24,7930.820982
-1191.766409,24,7932.063092
-1191.316651,24,7933.341205
-1191.071622,24,7934.5753
-1192.07382,24,7935.854802
-1190.329672,24,7938.210924
-1190.329672,24,7939.839221
-1190.329672,24,7989.5201
-1190.329672,24,7991.934428
-1190.329672,24,7993.6009
-1190.222393,24,7995.108481
-1190.462149,24,7997.221378
-1190.689306,24,7998.595576
-1192.324526,24,8000.311565
-1190.078935,24,8001.612274
-1191.26856,24,8002.970369
-1191.607822,24,8049.41166
-1189.4603,24,8050.768774
-1190.727275,24,8052.262638
-1190.456065,24,8053.676058
-1189.819912,24,8055.048938
-1189.381104,24,8056.367133
-1190.800894,24,8057.631312
-1190.473155,24,8058.891161
-1191.794397,24,8060.198724
-1191.81512,24,8109.433075
-1192.673994,24,8110.684401
-1191.36075,24,8111.961832
-1190.211908,24,8113.261235
-1189.8582,24,8114.54188
-1190.426419,24,8115.819269
-1189.941071,24,8117.508376
-1189.730934,24,8118.890872
-1189.371435,24,8120.214244
-1189.975282,24,8169.543484
-1192.435346,24,8170.852613
-1189.568157,24,8172.154981
-1191.718819,24,8173.443055
-1192.249043,24,8174.718742
-1192.088034,24,8176.018973
-1190.297559,24,8177.321112
-1189.283188,24,8178.606897
-1189.516626,24,8179.852803
-1189.960917,24,8229.632156
-1191.465631,24,8230.904664
-1191.056817,24,8232.197515
-1190.192779,24,8233.45916
-1191.841115,24,8234.77076
-1189.318415,24,8236.056666
-1190.415061,24,8237.372506
-1190.85552,24,8238.694889
-1190.349688,24,8289.190394
-1190.349688,24,8290.497127
-1190.349688,24,8291.784662
-1190.349688,24,8293.172348
-1190.349688,24,8294.465626
-1189.743265,24,8295.733609
-1193.542171,24,8297.072365
-1190.632115,24,8298.369081
-1190.917932,24,8299.639134
-1190.411363,24,8349.369212
-1191.198966,24,8350.811486
-1189.609064,24,8352.289876
-1191.449096,24,8353.604137
-1190.680063,24,8354.983365
-1190.627482,24,8356.326879
-1192.739516,24,8357.693923
-1190.466369,24,8359.137263
-1189.424276,24,8360.525979
-1189.765886,24,8409.422335
-1190.9363,24,8410.843168
-1192.416734,24,8412.532092
-1189.470696,24,8413.96057
-1190.679532,24,8415.6843
-1191.995352,24,8417.190483
-1193.43351,24,8418.487499
-1190.056976,24,8419.791738
-1190.228859,24,8421.057821
-1190.400492,24,8469.479177
-1190.47554,24,8470.802887
-1191.500589,24,8472.083615
-1191.740583,24,8473.354601
-1189.517647,24,8474.659579
-1191.587323,24,8475.919131
-1190.708292,24,8477.290229
-1190.156328,24,8478.623436
-1190.307888,24,8479.902184
-1192.61041,24,8529.572731
-1192.260635,24,8530.865123
-1189.758001,24,8532.121794
-1192.317048,24,8533.396731
-1189.371449,24,8534.66101
-1192.462711,24,8535.92033
-1191.711486,24,8537.221927
-1190.020628,24,8538.636724
-1191.496269,24,8539.943395
-1189.992259,24,8589.603593
-1190.349688,24,8591.733509
-1190.349688,24,8593.014581
-1190.349688,24,8594.261533
-1190.349688,24,8595.559095
-1190.349688,24,8596.813504
-1190.73182,24,8598.087446
-1192.04247,24,8599.350737
-1190.757247,24,8649.339585
-1190.53245,24,8650.619003
-1191.812723,24,8651.865726
-1190.950508,24,8653.143212
-1192.505761,24,8654.383706
-1190.060885,24,8655.672448
-1191.600383,24,8658.339711
-1190.809579,24,8659.635807
-1189.773091,24,8660.86063
-1190.247591,24,8709.393116
-1191.91264,24,8710.796747
-1191.769546,24,8712.041511
-1190.652358,24,8713.328265
-1192.611314,24,8714.584173
-1190.688695,24,8715.880503
-1189.607808,24,8717.253058
-1191.096395,24,8718.515746
-1191.235981,24,8719.844179
-1191.193767,24,8769.519039
-1189.988214,24,8770.887972
-1192.805482,24,8772.16965
-1192.907093,24,8773.495204
-1192.409228,24,8774.876894
-1189.693196,24,8776.190223
-1192.574521,24,8777.492196
-1190.860015,24,8778.754402
-1190.596797,24,8780.015479
-1191.160815,24,8829.512373
-1191.619058,24,8830.823253
-1189.727203,24,8832.081498
-1191.796254,24,8833.35958
-1193.269035,24,8834.77485
-1191.169133,24,8836.0428
-1189.624539,24,8837.443794
-1190.361779,24,8838.807451
-1192.007515,24,8840.169614
-1189.313498,24,8889.587723
-1189.672347,24,8890.886649
-1189.384438,24,8892.138301
-1190.589675,24,8894.242519
-1190.589675,24,8895.507469
-1190.589675,24,8896.769212
-1190.589675,24,8898.032523
-1190.589675,24,8899.273597
-1189.750701,24,8949.339112
-1193.361704,24,8950.631526
-1190.46065,24,8951.89976
-1189.703736,24,8953.172268
-1191.247196,24,8954.413355
-1195.286511,24,8955.697667
-1189.8763,24,8956.961586
-1191.87475,24,8958.338979
-1191.870291,24,8959.60178
-1189.522093,24,9009.432292
-1191.587948,24,9010.720478
-1192.217925,24,9011.984078
-1192.452407,24,9013.260803
-1190.781064,24,9014.509037
-1190.948178,24,9015.799244
-1190.327194,24,9017.095512
-1191.515649,24,9018.374969
-1190.849644,24,9019.662089
-1189.7662,24,9069.456027
-1191.850757,24,9070.736859
-1190.944329,24,9071.9933
-1191.590503,24,9073.266171
-1192.353939,24,9074.523161
-1192.030464,24,9075.80647
-1190.138107,24,9077.081834
-1191.429294,24,9078.354179
-1191.269828,24,9079.748654
-1189.813426,24,9129.489275
-1192.533562,24,9130.787669
-1191.999414,24,9132.046732
-1190.435213,24,9133.324591
-1190.373468,24,9134.556987
-1191.556146,24,9135.837504
-1189.798098,24,9137.140403
-1192.860152,24,9138.402364
-1189.783004,24,9139.73185
-1191.903629,24,9189.606389
-1189.734987,24,9190.89011
-1190.483821,24,9192.135199
-1190.310763,24,9193.417243
-1191.230788,24,9194.668667
-1190.589675,24,9196.838957
-1190.589675,24,9198.130829
-1190.589675,24,9199.390356
-1190.589675,24,9249.266934
-1190.589675,24,9250.542482
-1189.631415,24,9251.912608
-1189.665747,24,9253.188195
-1189.659167,24,9254.43974
-1189.913584,24,9255.708682
-1192.550696,24,9256.965319
-1192.260417,24,9258.241582
-1189.58423,24,9259.513076
-1193.081479,24,9309.355786
-1190.924629,24,9310.64882
-1191.401198,24,9311.906964
-1189.926845,24,9314.457396
-1189.788518,24,9315.72913
-1189.589315,24,9316.987561
-1191.418158,24,9318.26866
-1190.213853,24,9319.538757
-1189.609257,24,9320.770411
-1190.083841,24,9369.476461
-1192.726795,24,9370.769599
-1192.016342,24,9372.024086
-1191.016395,24,9373.303698
-1189.467261,24,9374.554887
-1190.498115,24,9375.961112
-1189.755066,24,9377.238897
-1189.6362,24,9378.508895
-1190.733494,24,9379.77853
-1191.856884,24,9429.525122
-1190.948347,24,9430.833878
-1191.195068,24,9432.086594
-1190.687108,24,9433.369021
-1190.206994,24,9434.617912
-1190.29891,24,9435.909987
-1189.931073,24,9437.175881
-1191.83298,24,9438.438336
-1192.442688,24,9439.72401
-1191.009709,24,9489.531703
-1192.730162,24,9490.876903
-1189.73689,24,9492.134517
-1190.231337,24,9493.421404
-1191.930547,24,9494.677208
-1190.624988,24,9495.95504
-1192.008055,24,9497.272439
-1190.321245,24,9499.479819
-1190.321245,24,9549.192784
-1190.321245,24,9550.489971
-1190.321245,24,9551.751787
-1190.321245,24,9553.009447
-1192.058033,24,9554.262177
-1191.855561,24,9555.561309
-1189.727042,24,9556.840928
-1190.679535,24,9558.124777
-1190.246395,24,9559.37915
-1189.585027,24,9609.341216
-1190.596692,24,9610.683021
-1189.790631,24,9611.931399
-1189.802143,24,9613.212119
-1190.004528,24,9614.456304
-1190.044397,24,9615.731871
-1190.195287,24,9617.060467
-1190.388546,24,9618.349337
-1189.314153,24,9619.61213
-1192.920994,24,9669.446234
-1189.380082,24,9670.875306
-1189.644185,24,9672.156835
-1189.89953,24,9673.493191
-1190.681674,24,9674.792993
-1189.551415,24,9676.081838
-1190.165615,24,9677.388845
-1193.069949,24,9678.663913
-1190.944572,24,9679.939846
-1192.478794,24,9729.51913
-1189.798228,24,9730.825206
-1190.275295,24,9732.07642
-1189.509158,24,9733.35749
-1192.052511,24,9734.609002
-1190.368862,24,9735.895612
-1189.506369,24,9737.19721
-1189.966514,24,9738.491828
-1189.557132,24,9739.816094
-1191.770313,24,9789.534675
-1189.902228,24,9790.847761
-1190.865385,24,9792.123244
-1190.453889,24,9793.404675
-1192.943543,24,9794.750482
-1189.613232,24,9796.029641
-1190.547469,24,9797.306147
-1190.003834,24,9798.567695
-1192.246622,24,9799.848725
-1190.321245,24,9850.460108
-1190.321245,24,9851.82473
-1190.321245,24,9853.112355
-1190.321245,24,9854.346916
-1190.321245,24,9855.63446
-1189.91568,24,9856.904042
-1190.99312,24,9858.213194
-1189.771565,24,9859.485745
-1191.389198,24,9909.324307
-1190.398994,24,9910.602466
-1191.589166,24,9911.906605
-1190.056301,24,9913.189369
-1189.882918,24,9914.42116
-1192.81869,24,9915.691203
-1189.958049,24,9917.077963
-1191.326014,24,9918.36079
-1189.307568,24,9919.63053
-1189.603794,24,9969.468352
-1189.835097,24,9971.400172
-1191.249648,24,9973.187078
-1189.681271,24,9975.055609
-1190.131177,24,9976.866908
-1192.045623,24,9978.503705
-1189.703418,24,9980.255617
-1189.632478,24,9982.01506
-1191.683989,24,9983.831139
-1189.775305,24,10029.51014
-1190.270534,24,10030.773402
-1192.761538,24,10032.148509
-1190.879389,24,10033.408202
-1190.108121,24,10034.689271
-1191.082693,24,10036.013382
-1192.907965,24,10037.295662
-1192.700316,24,10038.608594
-1190.637676,24,10040.324735
-1190.897669,24,10089.557227
-1189.676143,24,10090.821448
-1190.281494,24,10092.186604
-1191.253428,24,10093.439931
-1191.883357,24,10094.704328
-1192.994354,24,10095.985193
-1193.503641,24,10097.260741
-1192.640259,24,10098.531736
-1190.617377,24,10099.76266
-1191.221192,24,10149.76212
-1190.128326,24,10151.079254
-1190.738237,24,10153.295962
-1190.738237,24,10154.659203
-1190.738237,24,10156.275223
-1190.738237,24,10157.563564
-1190.738237,24,10158.846431
-1192.196849,24,10160.279052
-1192.87435,24,10209.360775
-1192.840492,24,10210.642299
-1190.695148,24,10212.188409
-1190.994731,24,10213.804178
-1189.526942,24,10215.129592
-1192.183,24,10216.846203
-1189.589744,24,10218.143758
-1190.895615,24,10219.679987
-1191.190552,24,10221.190758
-1192.971424,24,10269.458775
-1189.847979,24,10270.900126
-1192.931841,24,10272.514271
-1191.387634,24,10274.019588
-1193.250174,24,10275.500829
-1189.429762,24,10277.266552
-1190.985038,24,10278.64572
-1193.122088,24,10280.513852
-1190.754997,24,10282.239919
-1190.381354,24,10329.475535
-1190.663737,24,10330.815671
-1191.244284,24,10332.559349
-1189.932881,24,10333.938242
-1190.293981,24,10335.377322
-1190.57372,24,10336.653165
-1191.845907,24,10337.932098
-1189.797741,24,10339.315072
-1191.349451,24,10340.57923
-1190.894115,24,10389.548945
-1189.574698,24,10390.844152
-1191.603242,24,10392.11213
-1189.843265,24,10393.415245
-1191.442273,24,10394.736321
-1192.336428,24,10396.111438
-1190.563267,24,10397.616054
-1191.545957,24,10398.896121
-1190.297439,24,10400.161495
-1190.135525,24,10449.769583
-1193.61639,24,10451.155726
-1190.772093,24,10452.486824
-1191.231887,24,10453.915598
-1190.738237,24,10456.208701
-1190.738237,24,10457.550891
-1190.738237,24,10459.089942
-1190.738237,24,10460.418122
-1190.738237,24,10509.23234
-1191.42822,24,10510.571244
-1190.764137,24,10511.959621
-1191.409943,24,10513.367043
-1190.726983,24,10514.769632
-1190.708057,24,10516.122429
-1192.675053,24,10517.471427
-1189.709819,24,10518.822836
-1191.332115,24,10520.195544
-1190.649249,24,10569.402237
-1189.342926,24,10570.720777
-1191.423964,24,10572.126642
-1189.814923,24,10573.51396
-1192.469539,24,10574.880161
-1189.667639,24,10576.248288
-1189.960598,24,10579.115779
-1192.062838,24,10580.475374
-1192.186455,24,10581.771899
-1191.212505,24,10629.671744
-1189.781408,24,10630.991976
-1192.699187,24,10632.438231
-1191.723284,24,10633.868282
-1191.300114,24,10635.183885
-1190.523193,24,10636.552309
-1189.450677,24,10637.91506
-1191.546989,24,10639.239374
-1190.075537,24,10640.575159
-1190.331406,24,10689.655362
-1191.288627,24,10690.99905
-1191.204927,24,10692.301414
-1190.610576,24,10693.588344
-1189.98389,24,10694.874503
-1189.430691,24,10696.132835
-1189.600639,24,10697.421322
-1191.683632,24,10698.692061
-1192.027729,24,10699.92377
-1191.698298,24,10749.606941
-1189.959238,24,10750.8671
-1190.867869,24,10752.14234
-1190.992807,24,10753.611261
-1189.909837,24,10755.155942
-1190.957978,24,10757.022199
-1190.969628,24,10759.850769
-1190.969628,24,10761.141634
-1190.969628,24,10809.249408
-1190.969628,24,10810.636235
-1190.969628,24,10812.040669
-1193.482214,24,10813.420524
-1192.18914,24,10814.853992
-1189.597225,24,10816.217425
-1191.064523,24,10817.642451
-1191.601672,24,10819.038939
-1192.503129,24,10820.398358
-1192.094055,24,10869.403242
-1190.195588,24,10870.797453
-1192.291156,24,10872.16293
-1191.510202,24,10873.537217
-1191.856481,24,10874.958252
-1190.261587,24,10876.4335
-1192.945677,24,10877.875639
-1189.967618,24,10879.261068
-1189.555997,24,10880.578634
-1190.81316,24,10929.458604
-1191.054552,24,10930.730324
-1192.185257,24,10931.967526
-1191.422178,24,10933.258479
-1190.124369,24,10934.521178
-1191.857352,24,10935.76555
-1192.351402,24,10937.049017
-1191.16679,24,10938.314339
-1189.641453,24,10939.630699
-1191.496142,24,10989.578301
-1190.500438,24,10990.977027
-1192.117148,24,10992.34175
-1191.196321,24,10993.709081
-1192.012324,24,10995.175438
-1191.770032,24,10996.512858
-1189.5506,24,10997.903574
-1191.401216,24,10999.303709
-1194.189243,24,11000.781263
-1190.131064,24,11049.562352
-1190.865081,24,11050.851862
-1190.328241,24,11052.105291
-1189.982978,24,11053.398036
-1192.637569,24,11054.696451
-1190.188301,24,11055.95172
-1191.535819,24,11057.239408
-1189.667132,24,11058.478947
-1190.969628,24,11109.270094
-1190.969628,24,11110.640422
-1190.969628,24,11111.99176
-1190.969628,24,11113.396976
-1190.969628,24,11114.798107
-1190.074192,24,11116.192511
-1190.3347,24,11117.643065
-1191.974013,24,11118.988225
-1191.289541,24,11120.354194
-1191.363297,24,11169.317735
-1190.636409,24,11170.697308
-1192.100283,24,11171.960198
-1189.876841,24,11173.229125
-1191.133939,24,11174.477638
-1191.194832,24,11175.800061
-1191.02189,24,11177.09051
-1192.878305,24,11178.454322
-1190.638198,24,11179.722163
-1190.225891,24,11229.381461
-1191.278954,24,11230.660001
-1190.443147,24,11231.892582
-1192.482657,24,11234.469024
-1191.798492,24,11235.799079
-1190.354963,24,11237.099862
-1192.355167,24,11238.356882
-1191.587493,24,11239.669997
-1189.874855,24,11240.956523
-1194.123285,24,11289.479479
-1189.698829,24,11290.755219
-1193.346239,24,11292.007229
-1190.877282,24,11293.291351
-1189.939933,24,11294.66715
-1191.383739,24,11295.995555
-1190.571434,24,11297.304117
-1191.238582,24,11298.537722
-1193.90556,24,11299.801061
-1191.34491,24,11349.555554
-1190.653252,24,11350.831824
-1191.758429,24,11352.074948
-1190.754479,24,11353.34762
-1192.309586,24,11354.631597
-1190.827259,24,11355.96186
-1191.758191,24,11357.269448
-1190.996126,24,11358.505821
-1190.188179,24,11359.767521
-1190.038465,24,11409.712838
-1191.168843,24,11412.024626
-1191.168843,24,11413.399204
-1191.168843,24,11414.769937
-1191.168843,24,11416.197479
-1191.168843,24,11417.74565
-1193.33597,24,11419.110872
-1192.333212,24,11420.498043
-1189.823037,24,11469.414634
-1193.228101,24,11470.822438
-1189.758036,24,11472.183877
-1192.393092,24,11473.577967
-1189.978958,24,11474.975312
-1190.011192,24,11476.412166
-1189.759411,24,11477.827871
-1189.626206,24,11479.176173
-1191.923488,24,11480.546
-1189.567128,24,11529.484567
-1192.400559,24,11530.762521
-1190.412296,24,11532.039182
-1190.988953,24,11533.310026
-1191.58523,24,11534.587214
-1190.375952,24,11535.89978
-1189.978432,24,11537.187805
-1191.977119,24,11538.467119
-1191.940991,24,11539.802466
-1192.811305,24,11589.498106
-1191.837633,24,11590.760854
-1191.50771,24,11592.039406
-1191.369442,24,11593.32567
-1190.852921,24,11594.580491
-1190.993917,24,11595.881996
-1195.009051,24,11597.182236
-1192.319046,24,11598.462658
-1190.885419,24,11599.704572
-1189.771066,24,11649.566179
-1193.646845,24,11650.838147
-1193.877592,24,11652.097027
-1190.128917,24,11653.367675
-1193.422148,24,11654.632833
-1189.57923,24,11655.924634
-1191.754971,24,11657.326021
-1192.481182,24,11658.594418
-1192.651245,24,11659.863004
-1191.369504,24,11709.630413
-1189.416392,24,11710.898524
-1189.898692,24,11712.265585
-1191.168843,24,11714.386933
-1191.168843,24,11715.661503
-1191.168843,24,11716.98602
-1191.168843,24,11718.263375
-1191.168843,24,11719.49849
-1190.583935,24,11769.297486
-1193.610256,24,11770.559469
-1191.567602,24,11771.832861
-1190.778856,24,11773.098132
-1190.951313,24,11774.370304
-1193.27754,24,11775.654256
-1189.440063,24,11776.97306
-1190.843078,24,11778.254883
-1191.725708,24,11779.492561
-1192.648368,24,11829.393135
-1192.885316,24,11830.650654
-1190.249339,24,11831.919897
-1189.673189,24,11833.18811
-1191.747857,24,11834.438045
-1191.071495,24,11835.829086
-1190.03981,24,11837.115978
-1192.20151,24,11838.40643
-1191.700648,24,11839.65295
-1189.961112,24,11889.439916
-1189.87043,24,11890.694786
-1189.876805,24,11891.985373
-1191.45817,24,11893.266815
-1190.776761,24,11894.512913
