#{"t_start": 1748433463.6199374, "env_id": "None"}
r,l,t
-1192.124849,24,1440.73483
-1189.527736,24,1442.106443
-1191.153026,24,1443.452446
-1190.770341,24,1444.782317
-1190.526001,24,1446.135915
-1190.190893,24,1447.553119
-1190.368097,24,1448.934352
-1192.192495,24,1450.273689
-1193.705675,24,1451.56669
-1190.78688,24,1452.898226
-1190.586936,24,1454.208359
-1192.711481,24,1455.523155
-1191.726553,24,1456.899391
-1189.917823,24,1458.217388
-1192.306813,24,1459.553559
-1191.15713,24,1460.854842
-1192.270471,24,1462.2886
-1190.241438,24,1463.856297
-1190.88559,24,1465.198816
-1192.016229,24,1466.635745
-1190.492961,24,1468.143754
-1192.131567,24,1469.445001
-1192.914108,24,1470.792641
-1191.717054,24,1472.112267
-1190.042335,24,1473.441639
-1189.785249,24,1474.792538
-1192.407488,24,1476.224175
-1190.883944,24,1477.553338
-1191.12336,24,1478.871106
-1190.909082,24,1480.226638
-1189.737157,24,1481.557749
-1191.222347,24,1482.907576
-1189.532559,24,1484.24433
-1192.415341,24,1485.576824
-1190.68704,24,1486.924961
-1191.559122,24,1488.250495
-1191.329144,24,1489.581947
-1190.729441,24,1491.015714
-1192.842704,24,1492.37608
-1192.286301,24,1493.728635
-1190.426472,24,1495.961743
-1190.426472,24,1497.293813
-1190.426472,24,1498.62032
-1190.426472,24,1499.979452
-1190.426472,24,1501.317123
-1189.709632,24,1502.671088
-1190.156078,24,1504.141605
-1189.433855,24,1505.439097
-1190.540816,24,1506.7915
-1191.498071,24,1508.17816
-1191.956015,24,1509.474233
-1189.580531,24,1510.828454
-1190.300924,24,1512.121817
-1189.708983,24,1513.667252
-1192.321105,24,1515.593888
-1190.605501,24,1517.048745
-1191.287197,24,1518.434983
-1190.198719,24,1519.946689
-1190.309218,24,1521.393572
-1189.862509,24,1523.047261
-1191.360507,24,1526.692657
-1190.88375,24,1528.102721
-1190.157483,24,1529.646192
-1189.590109,24,1532.670096
-1190.195496,24,1534.14938
-1191.774754,24,1535.641847
-1191.52143,24,1537.611507
-1190.422855,24,1540.653365
-1190.38999,24,1542.011279
-1191.093528,24,1543.392625
-1191.102176,24,1544.743883
-1190.16742,24,1546.347599
-1189.66673,24,1547.722087
-1189.442171,24,1549.069724
-1190.190516,24,1550.430001
-1191.914795,24,1551.878204
-1189.616221,24,1553.295231
-1190.691867,24,1554.881408
-1189.847219,24,1556.247082
-1191.399976,24,1557.646103
-1189.539462,24,1559.117254
-1189.509035,24,1560.645306
-1190.529191,24,1563.459035
-1190.2028,24,1565.15872
-1189.753825,24,1567.022938
-1189.858723,24,1568.525273
-1189.99025,24,1571.717188
-1189.99025,24,1573.781101
-1189.99025,24,1575.870213
-1189.99025,24,1577.678717
-1189.99025,24,1579.159106
-1189.749244,24,1580.675319
-1191.424819,24,1582.16133
-1190.062794,24,1584.406491
-1189.250436,24,1586.507465
-1190.853639,24,1588.462882
-1189.722941,24,1590.268568
-1192.662296,24,1592.1384
-1189.986059,24,1593.889992
-1192.181006,24,1595.655164
-1189.683803,24,1597.407202
-1191.067717,24,1598.791454
-1189.430667,24,1600.39439
-1189.85252,24,1602.065121
-1191.523063,24,1604.018199
-1190.458252,24,1605.770585
-1191.258213,24,1607.385791
-1190.036637,24,1608.823486
-1191.090228,24,1610.162639
-1189.966921,24,1611.523904
-1189.537884,24,1612.875067
-1190.150063,24,1614.208497
-1191.053982,24,1615.584966
-1191.272429,24,1616.916766
-1191.344414,24,1618.301554
-1191.701199,24,1619.787172
-1191.67636,24,1621.135909
-1189.355654,24,1622.853002
-1189.400018,24,1624.440049
-1192.201852,24,1626.05417
-1189.497005,24,1627.755475
-1189.622587,24,1629.54478
-1193.314911,24,1631.423471
-1192.057579,24,1632.961548
-1191.250982,24,1634.933759
-1191.792452,24,1636.70067
-1189.489695,24,1638.348632
-1191.504814,24,1640.244598
-1190.050031,24,1642.002086
-1189.597187,24,1643.386845
-1191.763598,24,1644.747532
-1189.964304,24,1646.068358
-1189.99025,24,1648.300096
-1189.99025,24,1649.6557
-1189.99025,24,1650.985831
-1189.99025,24,1652.360825
-1189.99025,24,1653.715818
-1190.424877,24,1655.203794
-1191.886219,24,1656.701079
-1190.865418,24,1658.068138
-1191.275107,24,1659.393309
-1190.988781,24,1660.775039
-1192.764058,24,1662.125839
-1189.937756,24,1663.521275
-1191.542643,24,1664.886217
-1192.982276,24,1666.216691
-1190.538227,24,1667.580955
-1192.111862,24,1669.056894
-1191.378879,24,1670.43403
-1189.828723,24,1671.920489
-1190.28367,24,1673.486128
-1190.541177,24,1674.941517
-1190.191035,24,1676.27668
-1191.488837,24,1677.611319
-1191.062941,24,1678.961679
-1189.932419,24,1680.320702
-1189.828507,24,1681.650547
-1190.168823,24,1683.058074
-1190.787977,24,1684.415196
-1190.904286,24,1685.7688
-1189.573221,24,1687.156219
-1189.442324,24,1689.818792
-1190.168826,24,1691.175486
-1190.248268,24,1692.517455
-1191.305806,24,1694.125902
-1192.037937,24,1695.491893
-1193.045487,24,1696.966078
-1193.388854,24,1698.392351
-1190.652532,24,1699.742409
-1192.297172,24,1701.127253
-1189.812097,24,1702.494078
-1189.599629,24,1703.95792
-1189.670977,24,1705.284122
-1190.973005,24,1706.622837
-1190.11072,24,1707.980557
-1190.111033,24,1709.314474
-1190.282359,24,1710.632282
-1190.466076,24,1711.987403
-1189.956261,24,1714.228189
-1189.956261,24,1715.726562
-1189.956261,24,1717.093287
-1189.956261,24,1718.537322
-1189.956261,24,1720.032604
-1189.614674,24,1721.390191
-1191.336338,24,1722.749291
-1189.938185,24,1724.133257
-1190.373313,24,1725.661792
-1189.299228,24,1727.014316
-1190.105018,24,1728.387982
-1189.361624,24,1729.735432
-1190.237191,24,1731.056877
-1191.244226,24,1732.447106
-1190.312062,24,1733.79554
-1190.815527,24,1735.133102
-1190.799439,24,1736.581209
-1190.492685,24,1737.903455
-1193.18278,24,1739.278893
-1189.573064,24,1740.664327
-1192.12592,24,1741.994825
-1189.621284,24,1743.417438
-1189.819875,24,1744.80179
-1191.018501,24,1746.14035
-1191.190041,24,1747.519303
-1191.709189,24,1748.872533
-1190.243538,24,1750.243813
-1189.909861,24,1751.639357
-1190.616044,24,1753.178993
-1192.357764,24,1754.571121
-1189.526478,24,1755.945269
-1191.838384,24,1757.332635
-1189.43685,24,1758.701412
-1189.476794,24,1760.055791
-1189.751635,24,1761.414327
-1189.851607,24,1762.763036
-1191.714301,24,1764.095603
-1190.259241,24,1765.477057
-1191.089268,24,1766.786427
-1190.514278,24,1768.137529
-1189.932927,24,1769.533782
-1191.166161,24,1770.874221
-1190.317062,24,1772.231521
-1190.802451,24,1773.600203
-1191.400345,24,1774.93418
-1189.598287,24,1776.307962
-1189.956261,24,1778.655504
-1189.956261,24,1779.975148
-1189.956261,24,1781.442488
-1189.956261,24,1782.807509
-1189.956261,24,1784.345484
-1189.946789,24,1785.820269
-1190.324029,24,1787.244608
-1189.705921,24,1788.617145
-1189.83098,24,1790.138521
-1190.227444,24,1791.667391
-1191.858905,24,1793.120624
-1189.637836,24,1794.744856
-1189.808624,24,1796.06138
-1191.441456,24,1797.536863
-1190.416073,24,1799.414484
-1190.028401,24,1800.724868
-1189.606986,24,1801.963242
-1189.748549,24,1803.264225
-1190.33103,24,1804.537348
-1194.287073,24,1805.819084
-1191.349263,24,1807.117882
-1189.716864,24,1808.386675
-1191.751014,24,1809.674843
-1189.594055,24,1811.070772
-1189.752533,24,1812.327785
-1190.906419,24,1813.575733
-1189.602033,24,1814.851854
-1190.155839,24,1816.190477
-1190.893972,24,1817.469793
-1190.137175,24,1818.764195
-1189.684387,24,1820.030671
-1192.024791,24,1822.611668
-1190.130786,24,1824.095287
-1190.990114,24,1825.489069
-1189.548871,24,1826.733999
-1189.831264,24,1828.014622
-1189.742,24,1829.289012
-1190.323993,24,1830.561188
-1190.332961,24,1831.930202
-1191.071235,24,1833.195253
-1190.00511,24,1834.623421
-1189.826307,24,1836.012202
-1192.17312,24,1837.292856
-1190.18969,24,1838.66284
-1191.623239,24,1839.940774
-1190.011095,24,1841.242013
-1190.362182,24,1843.586082
-1190.362182,24,1844.975781
-1190.362182,24,1846.325966
-1190.362182,24,1847.600754
-1190.362182,24,1848.885731
-1191.599354,24,1850.199163
-1190.104485,24,1851.459134
-1192.211295,24,1852.816046
-1189.49303,24,1854.096786
-1190.660239,24,1855.367389
-1190.673881,24,1856.661697
-1190.32182,24,1857.902559
-1191.116745,24,1859.170593
-1192.800567,24,1860.424415
-1189.872877,24,1861.694185
-1190.819108,24,1862.947555
-1190.598044,24,1864.244139
-1190.193284,24,1865.652017
-1195.646592,24,1866.90405
-1190.328524,24,1868.189581
-1192.528777,24,1869.442598
-1189.611613,24,1870.726966
-1190.767079,24,1871.990044
-1190.391175,24,1873.235956
-1192.985874,24,1874.508903
-1190.287869,24,1875.805839
-1190.451921,24,1877.323455
-1191.203015,24,1878.723812
-1189.873101,24,1880.005515
-1189.773929,24,1881.289151
-1190.901971,24,1929.151349
-1190.392499,24,1930.429668
-1190.680719,24,1931.68614
-1192.4019,24,1932.953573
-1192.021292,24,1934.218079
-1190.113263,24,1935.486617
-1189.881203,24,1936.77989
-1189.759993,24,1938.055105
-1190.902165,24,1939.533808
-1192.287979,24,1989.248234
-1191.692272,24,1990.784568
-1192.461221,24,1992.436722
-1192.011623,24,1994.133919
-1189.573757,24,1995.670388
-1192.057786,24,1997.328267
-1191.076206,24,1998.844518
-1190.362182,24,2001.382877
-1190.362182,24,2002.936249
-1190.362182,24,2050.177497
-1190.362182,24,2051.431667
-1190.362182,24,2052.723628
-1192.650946,24,2053.997051
-1190.421592,24,2055.294172
-1190.018193,24,2056.595994
-1189.903124,24,2057.851943
-1190.487413,24,2059.121237
-1192.086419,24,2060.358932
-1189.715387,24,2110.256719
-1190.934371,24,2111.638558
-1192.140004,24,2112.929217
-1190.321479,24,2114.193534
-1192.041031,24,2115.454961
-1189.81974,24,2116.747595
-1189.617448,24,2118.004489
-1190.248855,24,2119.289584
-1190.800829,24,2169.03876
-1189.642462,24,2170.327367
-1190.074027,24,2171.600213
-1191.757691,24,2172.935727
-1190.913496,24,2174.178402
-1191.6862,24,2175.439214
-1192.01044,24,2176.744271
-1191.861562,24,2177.985676
-1192.195056,24,2179.236002
-1190.803879,24,2229.131373
-1192.124466,24,2230.407894
-1190.040116,24,2231.645452
-1190.248541,24,2232.963501
-1190.491384,24,2234.339567
-1192.466854,24,2236.835441
-1191.662263,24,2238.086483
-1190.773751,24,2239.358899
-1190.16661,24,2240.599625
-1191.580404,24,2289.226898
-1189.537279,24,2290.486498
-1190.949539,24,2291.732546
-1189.521769,24,2292.986351
-1190.926596,24,2294.237881
-1190.375068,24,2295.5885
-1190.198498,24,2296.870472
-1191.762508,24,2298.126703
-1190.21418,24,2299.389237
-1190.707023,24,2350.105134
-1190.707023,24,2351.337439
-1190.707023,24,2352.61918
-1190.707023,24,2353.85189
-1190.707023,24,2355.108187
-1191.008446,24,2356.36602
-1193.068506,24,2357.768729
-1191.889525,24,2359.02984
-1193.279431,24,2360.264764
-1191.978635,24,2410.314036
-1190.152991,24,2411.613882
-1191.665757,24,2412.889036
-1193.330102,24,2414.154443
-1191.151826,24,2415.486951
-1192.320215,24,2416.862409
-1190.151913,24,2418.097338
-1190.115857,24,2419.358992
-1190.705304,24,2469.078017
-1190.773057,24,2470.356125
-1191.688666,24,2471.595582
-1191.098419,24,2472.869869
-1191.022079,24,2474.166385
-1191.61112,24,2475.423908
-1190.489744,24,2476.733569
-1190.202732,24,2477.965968
-1190.912574,24,2479.250729
-1190.638543,24,2529.143554
-1191.281243,24,2530.433579
-1190.114468,24,2531.682037
-1189.399555,24,2532.953551
-1190.656385,24,2534.221321
-1191.155888,24,2535.477384
-1190.15594,24,2536.778863
-1191.22954,24,2538.016429
-1189.866708,24,2539.34235
-1189.74011,24,2589.217827
-1192.041491,24,2590.502673
-1190.977111,24,2591.741171
-1193.108734,24,2593.001456
-1190.825897,24,2594.263688
-1193.943226,24,2595.505533
-1189.565817,24,2596.814096
-1190.57294,24,2598.038675
-1189.461952,24,2599.273968
-1193.115691,24,2649.255433
-1190.063251,24,2650.52332
-1190.707023,24,2652.733158
-1190.707023,24,2653.978494
-1190.707023,24,2655.240613
-1190.707023,24,2656.530252
-1190.707023,24,2657.893122
-1189.813372,24,2659.165306
-1192.000109,24,2660.425658
-1189.925218,24,2710.235454
-1190.028826,24,2711.474583
-1191.748376,24,2712.721756
-1190.555889,24,2713.974459
-1191.634946,24,2715.25236
-1189.761506,24,2716.53331
-1191.460238,24,2717.779683
-1191.061919,24,2719.056032
-1190.811639,24,2720.294611
-1193.211036,24,2770.265228
-1192.800468,24,2771.511578
-1192.372753,24,2772.783369
-1190.807469,24,2774.069583
-1190.042959,24,2775.499261
-1189.929387,24,2776.80647
-1189.564395,24,2778.073541
-1193.060667,24,2779.340781
-1190.048104,24,2829.075474
-1190.971614,24,2830.391281
-1190.869088,24,2831.638265
-1189.758996,24,2832.896151
-1191.306363,24,2834.155411
-1191.408248,24,2835.395653
-1190.443352,24,2836.680787
-1192.196753,24,2837.923188
-1189.611129,24,2839.173834
-1190.330359,24,2889.157438
-1192.145459,24,2890.467085
-1192.139601,24,2892.970187
-1190.40147,24,2894.256244
-1190.943423,24,2895.518224
-1190.612367,24,2896.883835
-1190.527893,24,2898.122301
-1190.585633,24,2899.522304
-1192.277871,24,2900.794965
-1191.54132,24,2927.991592
-1191.316796,24,2929.40747
-1190.407951,24,2930.898358
-1189.930092,24,2932.451707
-1190.149841,24,2935.008353
-1190.149841,24,2936.42779
-1190.149841,24,2938.043311
-1190.149841,24,2939.370297
-1190.149841,24,2940.613723
-1190.85217,24,2941.900454
-1189.552478,24,2943.175304
-1191.677808,24,2944.449036
-1190.227672,24,2945.718005
-1190.582215,24,2947.018336
-1189.687983,24,2948.304463
-1190.560238,24,2949.572805
-1191.855317,24,2950.837688
-1189.381582,24,2952.23015
-1189.806803,24,2953.471675
-1190.035666,24,2954.750557
-1190.57514,24,2956.022042
-1191.355464,24,2957.439306
-1190.277537,24,2958.803936
-1192.205833,24,2960.131372
-1193.378697,24,2961.483099
-1189.397527,24,2962.875379
-1189.911448,24,2964.264564
-1190.404079,24,2965.654017
-1190.8764,24,2967.005991
-1189.839751,24,2968.363822
-1190.131626,24,2969.776655
-1190.825742,24,2971.106547
-1190.881806,24,2972.435431
-1189.970085,24,2973.74302
-1189.715029,24,2975.080056
-1190.579748,24,2976.432646
-1189.521809,24,2977.747184
-1190.112702,24,2979.106373
-1189.566742,24,2980.587141
-1190.08255,24,2981.963897
-1189.553997,24,2983.337063
-1191.272128,24,2984.681222
-1189.954577,24,2986.035676
-1191.521507,24,2987.37707
-1190.468999,24,2988.700776
-1190.388342,24,2989.998544
-1189.858748,24,2991.257041
-1191.856636,24,2992.561108
-1190.492046,24,2993.875111
-1190.537355,24,2995.234252
-1190.149841,24,2997.495437
-1190.149841,24,2998.887489
-1190.149841,24,3000.236872
-1190.149841,24,3001.633298
-1190.149841,24,3002.980447
-1193.254875,24,3004.368654
-1191.063954,24,3005.711427
-1192.801513,24,3007.095667
-1189.558089,24,3008.58727
-1189.593528,24,3009.997286
-1190.129391,24,3011.358573
-1189.670613,24,3012.778084
-1191.520116,24,3014.078348
-1189.725888,24,3015.432089
-1192.072942,24,3016.875313
-1189.403418,24,3018.297779
-1190.141604,24,3019.717651
-1190.942666,24,3021.092984
-1192.080943,24,3022.39305
-1192.243999,24,3069.498062
-1190.474924,24,3070.816655
-1190.264196,24,3072.097148
-1190.894652,24,3073.387364
-1190.291522,24,3074.707286
-1190.029242,24,3076.02574
-1190.494953,24,3077.413663
-1189.84518,24,3078.762508
-1191.574401,24,3080.082248
-1189.743077,24,3129.65439
-1192.663588,24,3130.960441
-1191.311655,24,3132.244874
-1190.439457,24,3133.522297
-1192.085882,24,3134.794841
-1189.800942,24,3136.042696
-1193.338754,24,3137.351603
-1189.685396,24,3138.686261
-1189.454214,24,3139.957243
-1189.683895,24,3189.88606
-1191.406897,24,3191.31341
-1189.838863,24,3192.938843
-1190.925112,24,3194.359023
-1192.304187,24,3195.978624
-1191.413503,24,3197.472646
-1190.988428,24,3199.002649
-1191.467473,24,3200.519568
-1189.66314,24,3201.996513
-1189.912659,24,3250.59005
-1189.912659,24,3251.833214
-1189.912659,24,3253.21577
-1189.912659,24,3254.469978
-1189.912659,24,3255.744168
-1190.086088,24,3257.136803
-1191.246414,24,3258.619319
-1192.081913,24,3260.271405
-1191.376998,24,3309.474368
-1189.990286,24,3310.756203
-1189.573988,24,3311.992111
-1190.788505,24,3313.32522
-1189.420356,24,3314.585895
-1190.966158,24,3315.866717
-1190.600933,24,3317.152423
-1190.745176,24,3318.402196
-1189.875289,24,3319.677168
-1190.524621,24,3369.561863
-1190.023218,24,3370.929616
-1189.490128,24,3372.232085
-1189.787568,24,3373.575994
-1191.04086,24,3375.069643
-1190.676246,24,3376.557642
-1190.029169,24,3378.316511
-1190.82836,24,3379.924506
-1189.804816,24,3381.295782
-1189.68278,24,3429.635202
-1191.155079,24,3430.915515
-1189.592887,24,3432.158511
-1189.846137,24,3433.436645
-1190.576626,24,3434.681085
-1191.402441,24,3435.953392
-1190.571133,24,3437.253275
-1189.888052,24,3439.05987
-1191.573249,24,3440.365417
-1189.581349,24,3489.628401
-1191.498772,24,3490.895943
-1189.786894,24,3492.140445
-1189.794071,24,3493.402768
-1190.275164,24,3494.653607
-1189.541746,24,3495.904032
-1189.774243,24,3497.259979
-1190.727984,24,3498.50004
-1190.77549,24,3500.096448
-1190.130872,24,3549.706246
-1192.165755,24,3550.994344
-1189.912659,24,3553.094648
-1189.912659,24,3554.50589
-1189.912659,24,3555.876333
-1189.912659,24,3557.222862
-1189.912659,24,3558.48296
-1191.046436,24,3559.793456
-1189.779521,24,3609.434194
-1190.346846,24,3610.726375
-1190.101418,24,3611.980834
-1190.328283,24,3613.243013
-1189.688679,24,3614.553801
-1190.732274,24,3615.849172
-1189.88244,24,3617.121183
-1189.510539,24,3618.368123
-1189.59342,24,3619.625378
-1189.478539,24,3669.507433
-1191.568708,24,3670.856351
-1189.954028,24,3672.236576
-1190.32487,24,3673.583393
-1190.749088,24,3674.974282
-1189.769836,24,3676.298279
-1189.661613,24,3677.680485
-1191.177439,24,3678.950869
-1190.642561,24,3680.240173
-1190.941896,24,3729.807161
-1189.929327,24,3731.113492
-1189.633433,24,3732.485773
-1191.224874,24,3733.822159
-1189.680575,24,3735.113495
-1189.594125,24,3736.494448
-1190.028663,24,3737.905547
-1193.983443,24,3739.933103
-1190.446824,24,3741.835134
-1191.310496,24,3789.71166
-1189.627131,24,3791.149102
-1193.278259,24,3792.570158
-1189.754872,24,3793.911509
-1190.424145,24,3797.424309
-1189.978921,24,3798.807894
-1190.026717,24,3801.870231
-1191.399846,24,3803.252828
-1190.333164,24,3804.725027
-1189.516367,24,3849.798542
-1189.852544,24,3851.326788
-1189.947374,24,3852.953127
-1190.552448,24,3854.353833
-1189.39327,24,3856.620734
-1189.39327,24,3857.951045
-1189.39327,24,3859.311748
-1189.39327,24,3860.606846
-1189.39327,24,3909.383027
-1189.550222,24,3910.849704
-1190.092303,24,3912.169564
-1189.485477,24,3913.568134
-1190.10863,24,3915.024254
-1189.970375,24,3916.611634
-1190.517513,24,3918.333029
-1191.802292,24,3919.761067
-1190.608355,24,3921.142957
-1191.039352,24,3969.603645
-1191.875415,24,3971.02549
-1189.901161,24,3972.420152
-1192.461208,24,3973.883474
-1190.200097,24,3975.304509
-1191.0847,24,3976.706836
-1190.024601,24,3978.084657
-1189.871581,24,3979.467179
-1189.480541,24,3980.843193
-1192.838892,24,4029.678134
-1190.134227,24,4031.24243
-1189.319358,24,4032.63672
-1189.348734,24,4034.002609
-1189.752965,24,4035.412888
-1191.177452,24,4036.802581
-1189.363465,24,4038.198081
-1190.037011,24,4039.597992
-1190.052512,24,4041.074016
-1191.801271,24,4089.784651
-1190.721024,24,4091.426636
-1189.881482,24,4092.776469
-1190.980594,24,4094.144418
-1190.307872,24,4095.526688
-1189.750241,24,4096.940016
-1189.530998,24,4098.327127
-1191.27219,24,4099.709489
-1190.149771,24,4101.238152
-1189.601323,24,4149.790486
-1191.481302,24,4151.223428
-1189.633998,24,4152.632681
-1189.770855,24,4153.995704
-1190.104387,24,4155.340968
-1191.453365,24,4156.773608
-1189.39327,24,4159.041014
-1189.39327,24,4160.409879
-1189.39327,24,4209.365726
-1189.39327,24,4210.683115
-1189.39327,24,4212.204137
-1189.882969,24,4213.589885
-1190.095565,24,4214.967216
-1189.420932,24,4216.374988
-1189.462712,24,4217.727551
-1190.254647,24,4219.140493
-1189.738293,24,4220.564344
-1189.745167,24,4269.561095
-1189.621876,24,4270.975694
-1190.211529,24,4272.447418
-1190.387961,24,4273.857266
-1190.503552,24,4275.314612
-1189.763777,24,4276.892115
-1190.226848,24,4278.447524
-1190.412996,24,4280.045157
-1192.115401,24,4281.638855
-1190.015032,24,4329.590084
-1191.934878,24,4330.962686
-1190.648589,24,4332.361939
-1191.088194,24,4333.731968
-1192.256069,24,4335.16597
-1190.193849,24,4336.699232
-1190.850266,24,4338.026669
-1191.475621,24,4339.567447
-1190.199748,24,4340.923225
-1191.978858,24,4389.584975
-1192.275214,24,4390.96571
-1189.930007,24,4392.302519
-1190.172652,24,4393.627789
-1190.074901,24,4395.093452
-1190.269614,24,4396.463052
-1189.545679,24,4397.879858
-1191.238003,24,4399.300157
-1190.532467,24,4401.141028
-1189.814375,24,4449.677032
-1190.958869,24,4451.037911
-1190.019035,24,4452.389659
-1189.48047,24,4455.251745
-1191.631921,24,4456.696851
-1192.01364,24,4458.042307
-1189.713756,24,4459.396967
-1191.129497,24,4460.846163
-1189.657087,24,4509.352569
-1189.657087,24,4510.71068
-1189.657087,24,4512.014514
-1189.657087,24,4513.361301
-1189.657087,24,4514.670446
-1189.788283,24,4516.084539
-1191.473451,24,4517.466559
-1191.927777,24,4518.788314
-1189.707938,24,4520.144079
-1190.051441,24,4569.732502
-1191.341712,24,4571.522692
-1190.564551,24,4572.968884
-1192.263197,24,4574.370549
-1190.162558,24,4576.036991
-1191.029314,24,4577.602017
-1190.282217,24,4578.954464
-1190.151445,24,4580.304871
-1190.198754,24,4581.82585
-1189.763576,24,4629.621531
-1189.634438,24,4631.126575
-1190.714859,24,4632.480356
-1191.123504,24,4633.863794
-1189.994647,24,4635.190896
-1190.120811,24,4636.636416
-1190.058836,24,4638.073292
-1191.2138,24,4639.463941
-1192.004378,24,4640.825321
-1190.366866,24,4689.73153
-1189.97934,24,4691.053778
-1191.319948,24,4692.391926
-1192.247763,24,4693.765077
-1189.537709,24,4695.112401
-1189.33091,24,4696.502675
-1191.752317,24,4697.839789
-1190.570737,24,4699.197943
-1190.627639,24,4700.512563
-1189.910832,24,4749.721285
-1190.175262,24,4751.041833
-1189.688442,24,4752.366677
-1190.916467,24,4753.955419
-1189.903091,24,4755.299322
-1190.227067,24,4756.773221
-1191.422642,24,4758.114498
-1189.979881,24,4759.466098
-1189.985811,24,4760.825785
-1189.672988,24,4809.846845
-1189.657087,24,4812.322552
-1189.657087,24,4813.648838
-1189.657087,24,4814.999887
-1189.657087,24,4816.445585
-1189.657087,24,4817.835177
-1190.980947,24,4819.250546
-1190.859677,24,4820.568508
-1190.314375,24,4869.419168
-1189.727191,24,4870.831246
-1189.461627,24,4872.277527
-1191.337534,24,4873.6606
-1191.450421,24,4875.058646
-1191.923712,24,4877.37112
-1190.264964,24,4880.434549
-1189.568321,24,4882.498013
-1189.957489,24,4884.954739
-1189.293252,24,4929.51124
-1192.066745,24,4930.84035
-1191.589983,24,4932.24865
-1190.18646,24,4933.598305
-1189.370117,24,4934.941269
-1189.421904,24,4936.284441
-1190.88446,24,4937.746533
-1191.053107,24,4939.172736
-1192.070643,24,4940.487311
-1190.027383,24,4989.593871
-1189.886162,24,4990.95803
-1191.49056,24,4992.269215
-1192.865598,24,4993.612033
-1190.289676,24,4994.94067
-1189.79604,24,4996.249605
-1189.819663,24,4997.675555
-1190.029745,24,4998.982084
-1190.040129,24,5000.494376
-1189.959059,24,5049.676177
-1189.708112,24,5051.047077
-1190.804643,24,5052.335613
-1190.772533,24,5053.704586
-1190.107649,24,5055.04857
-1191.257883,24,5056.375144
-1189.976443,24,5057.991412
-1190.209866,24,5059.374723
-1190.303058,24,5060.693788
-1191.288745,24,5109.738513
-1191.157613,24,5111.101782
-1190.883015,24,5112.424994
-1189.421147,24,5114.682439
-1189.421147,24,5116.036484
-1189.421147,24,5117.43291
-1189.421147,24,5118.797102
-1189.421147,24,5120.127203
-1190.393894,24,5169.4805
-1190.190695,24,5170.854578
-1189.846917,24,5172.369746
-1190.019521,24,5173.743126
-1190.114919,24,5175.065449
-1189.591328,24,5176.42644
-1190.710832,24,5177.950249
-1189.636218,24,5179.346462
-1191.38237,24,5180.728212
-1190.147049,24,5229.528698
-1189.620707,24,5230.874834
-1190.244963,24,5232.265548
-1191.339391,24,5233.632483
-1190.741442,24,5234.978911
-1190.672786,24,5236.321044
-1190.146852,24,5237.735008
-1190.500382,24,5239.069659
-1190.63617,24,5240.364575
-1189.582859,24,5289.629408
-1190.304638,24,5290.969483
-1190.950181,24,5292.337602
-1190.715452,24,5293.695879
-1189.388383,24,5295.178032
-1191.669894,24,5296.565322
-1190.098608,24,5297.980773
-1191.589627,24,5299.346576
-1190.083469,24,5300.730357
-1191.81181,24,5349.722343
-1189.321801,24,5351.076405
-1190.547566,24,5352.678172
-1189.863688,24,5354.168568
-1191.519537,24,5355.954147
-1189.712914,24,5357.916503
-1189.630656,24,5359.581747
-1189.966738,24,5361.130886
-1190.002906,24,5362.719463
-1189.936678,24,5409.810798
-1191.255947,24,5411.19934
-1190.622082,24,5412.621381
-1189.434211,24,5413.944423
-1189.673125,24,5415.299981
-1189.421147,24,5417.539528
-1189.421147,24,5419.049738
-1189.421147,24,5420.354428
-1189.421147,24,5469.364265
-1189.421147,24,5470.702088
-1189.419206,24,5472.035021
-1190.372298,24,5473.4153
-1190.107491,24,5474.809617
-1189.862691,24,5476.14602
-1190.365754,24,5477.524094
-1191.857774,24,5478.903681
-1191.70159,24,5480.216486
-1191.328624,24,5529.506835
-1189.61562,24,5530.857673
-1189.837145,24,5532.154896
-1189.67774,24,5533.490141
-1189.678884,24,5534.913035
-1190.156825,24,5536.297774
-1189.447844,24,5537.767085
-1189.348462,24,5539.274609
-1190.189032,24,5540.615328
-1189.95547,24,5589.543832
-1190.683204,24,5590.932806
-1190.543874,24,5592.260546
-1189.457746,24,5593.616375
-1189.646916,24,5594.959127
-1191.106462,24,5596.282016
-1189.883118,24,5597.670346
-1189.852518,24,5599.035034
-1190.992468,24,5600.407327
-1190.701078,24,5649.754388
-1191.149069,24,5651.505051
-1189.822996,24,5653.067876
-1190.04437,24,5654.512932
-1192.654676,24,5656.070637
-1189.537593,24,5657.487472
-1189.6206,24,5659.1134
-1190.652374,24,5660.843498
-1191.240836,24,5662.620785
-1190.83294,24,5709.913648
-1189.767518,24,5711.417908
-1190.434483,24,5713.073435
-1189.462024,24,5714.560958
-1189.848121,24,5716.453732
-1190.437262,24,5718.39013
-1189.602007,24,5721.889071
-1189.820235,24,5724.419468
-1189.820235,24,5769.453108
-1189.820235,24,5770.779237
-1189.820235,24,5772.125621
-1189.820235,24,5773.448387
-1190.545135,24,5774.787183
-1192.657471,24,5776.127484
-1189.64744,24,5777.582903
-1190.826185,24,5778.942253
-1190.112269,24,5780.284718
-1189.764652,24,5829.524162
-1189.505688,24,5830.842726
-1190.818357,24,5832.168751
-1189.523312,24,5833.464819
-1189.620063,24,5835.093009
-1190.369975,24,5836.418448
-1190.388784,24,5837.88733
